,Job Title,Location,Date,Link,Job Attributes,Job Description
19,Software Engineering Project Contract Hire (Remote Work),N/A,May 16,https://boston.craigslist.org/gbs/sof/d/boston-software-engineering-project/6890564117.html,"
compensation: competitive, hourly rate

employment type: contract

telecommuting okay

","

QR Code Link to This Post


Software Engineering Project Contract Hire
SmartWyred


Expectations
•	Approximately 100 hour project.
•	Desired work rate: at least 20 hours/week.
•	Location: Optional, either remote or onsite in NYC
•	Project details: ground-up rebuild of https://www.smartwyred.com including:
o	New functionality for product listings and filters.
o	Professional UI redesign.
o	Transferring select existing content to new pages.

About SmartWyred
•	We’re the first to apply AI and data science to e-commerce with the goal of helping everyday buyers find the best deals on the best products. Despite advancements in technology over the past 20 years, the online shopping experience remains extremely outdated, disorganized, and increasingly favors large corporations like Amazon over consumers. SmartWyred aims to level the playing field in the following ways:
o	Aggregation – We aim to feature products from all major online retailers so site users know they’ve left no stone unturned and can save time they might otherwise spend shopping around for the best deal.
o	Valuation – SmartWyred applies sophisticated data analysis where applicable in order to inform buyers of whether they’ve found a good deal. We do so by showing buyer a dollar denominated fair value for each product as an AI estimate of the average price of products with roughly similar specifications.
o	Real-Time Pricing – Unlike product recommendation sites which use static prices, we aim to show consumers up to date prices with real-time feeds.
o	Deal Monitoring – SmartWyred uses all of the above to display the best products at the largest discounts anywhere on the web.
o	Education – We also aim to educate consumers on how they can use our research to gain an advantage over corporate retailers. The SmartWyred blog (https://www.smartwyred.com/blog.php) showcases these findings.
•	SmartWyred was founded in 2018 by two Harvard-trained data scientists, Anthony Genello and Fred Zhang (https://www.smartwyred.com/about.php).
•	The current site build (https://www.smartwyred.com) was bootstrapped without any software engineer help. Now it’s time for a professional overhaul and we would love your help with this next stage of development.
•	We’ve begun by building out a beta product for laptops and PC monitors but we plan to expand broadly since our approach applies well to a wide array of purchasing decisions such as: engagement diamonds, clothing/fashion, cars, and even apartments.


Preferred Qualifications
•	Fluency in a web-based front-end technology such as JavaScript or AJAX.
•	UX intuition and an eye for design
•	Industry experience in the above
•	Training in computer science at the Bachelor’s or Master’s level
•	The desire and discipline to work independently with low management overhead as the sole developer on a project.

Benefits of Working With Us
•	As our first engineer, you’ll have a huge impact on SmartWyred, both on the tech side as well as the product side.
•	You'll be building something meaningful that will give help educate everyday consumers and give them an edge over corporate e-retailers in a groundbreaking way.
•	After this next stage of engineering, you’ll be at the top of our list for additional development projects as well as full-time hiring in the future.

Application Instructions
•	Please reply to this posting with your resume.
•	If you'd like, you can also include a cover letter, GitHub profile, Hacker News profile, any project pages showing off your work, or other portfolio.
•	Application is on a rolling basis so please apply as soon as you can.    "
20,Vehicle Operator | Toyota Research Institute,cambridge,May 16,https://boston.craigslist.org/gbs/sof/d/cambridge-vehicle-operator-toyota/6890499399.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/122f7259/apply


HireArt is looking to hire a Vehicle Operator to work at Toyota Research Institute’s (TRI) Cambridge location on a contract basis. We're seeking motivated individuals with a passion for technology to join the Driving Operations Team. You'll be responsible for TRI’s autonomous vehicle platforms on various public and private roads obtaining data and fixing technical issues. As a specialist within Driving Operations, you're a valuable contributor, providing necessary feedback to our engineering team aimed at improving groundbreaking automated driving technology.Toyota Research Institute (TRI) is working to build a future where everyone has the freedom to move, engage, and explore with a focus on reducing vehicle collisions, injuries, and fatalities. Join TRI’s mission to improve the quality of human life through advances in artificial intelligence, automated driving, robotics and materials science. TRI is dedicated to building a world of “mobility for all” where everyone, regardless of age or ability, can live in harmony with technology to enjoy a better life. TRI strives  to build a company that helps people thrive, achieve work life balance, and bring their best selves to work. You will have the opportunity to enjoy the best of both worlds ‒ a fun start up environment with brilliant people who enjoy solving tough problems and the financial backing to successfully achieve our goals. If you’re passionate about working with smart people to make cars safer, enable the elderly to age in place, or design alternative fuel sources, TRI is the place for you.Job Responsibilities:
Maintain Toyota's high standard of safety, inside and outside of the vehicles.
Consistently demonstrate situational awareness, an understanding of the technology in your care, and a willingness to constantly adjust to changes in the environment. 
Conduct a variety of critical data collection for engineering teams using complex proprietary software and hardware, and communicate through multiple channels. 
Be an ambassador for the technology by communicating expertly and courteously at all times with management, engineers, and members of the public. 
Travel outside of the primary location of hire, with occasional extended travel periods of time, as the project demands change. 


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/122f7259/apply


Requirements

Bachelor’s degree or equivalent experience
Valid US driver's license, a clean driving record, and 7+ years of driving experience  
Able to demonstrate safe driving in all weather conditions, including snow
Good mechanical aptitude, basic mechanical skills and general knowledge of operating hand tools, portable power tools, and bench tools

Excellent verbal and written communication skills
Proficient computer skills, including basic troubleshooting with the ability to utilize proprietary digital tools
Type 50+ words per minute
Ability to learn quickly and implement new concepts
Working Conditions: Due to the nature of the position and daily inspections of the vehicle, this job often requires physical work including, but not limited to,  bending, stooping, and various operational tasks that may require lifting up to 50 lbs.  Additionally, the Vehicle Operations Specialist should expect to spend approximately four to six hours inside the vehicle on a daily basis.Commitment: This is a full-time (40 hours per week with possible overtime), ongoing, long-term contract position staffed via HireArt and based in Cambridge, MA. Compensation is hourly and paid training is provided. An offer of employment is contingent upon successful completion of the initial training. Occasional extended travel time may be required. About Toyota Research Institute: Through innovations in AI, TRI aims to: 1) Develop vehicles incapable of causing a crash, regardless of the actions of the driver. 2) Develop technology for vehicles and robots to help people enjoy new levels of independence, access, and mobility. 3) Bring advanced mobility technology to market faster. 4) Discover new materials that will make drive batteries and hydrogen fuel cells smaller, lighter, less expensive and more powerful.As a subsidiary of Toyota, TRI is fueled by a diverse and inclusive community of people who carry invaluable leadership, experience, and ideas from industry-leading companies. Over half of the technical team carries PhD degrees, and TRI is continually searching for the world’s best talent ‒ people who are ready to define the new world of mobility! https://www.tri.global/HireArt provides Equal Employment Opportunity without regard to the applicant's race, color, creed, gender, gender identity or expression, sexual orientation, national origin, age, physical or mental disability, medical condition, religion, marital status, genetic information, veteran status, or any other status protected under federal, state or local laws.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/122f7259/apply

 "
21,Multiple Technical Positions,N/A,May 16,https://boston.craigslist.org/gbs/sof/d/boxborough-multiple-technical-positions/6890363589.html,"
compensation: TBD

employment type: full-time

","

QR Code Link to This Post


Cisco Systems, Inc. is accepting resumes for the following positions in Boxborough, MA: Consulting Engineer/ Network Consulting Engineer (Ref. #BOX302B):  Responsible for the support and delivery of Advanced Services to company’s major accounts. Telecommuting permitted and travel may be required to various unanticipated locations throughout the United States. Manager, Software Development (Ref. #BOX060B): Lead a team in the design and development of company's hardware or software products. Software Engineer (Ref. #BOX003B): Responsible for the definition, design, development, test, debugging, release, enhancement or maintenance of networking software.

Please mail resumes with reference number to Cisco Systems, Inc., Attn: G51G, 170 W. Tasman Drive, Mail Stop: SJC 5/1/4, San Jose, CA 95134.  No phone calls please.  Must be legally authorized to work in the U.S. without sponsorship.  EOE.  
www.cisco.com    "
22,Information Security Analyst,Medford,May 16,https://boston.craigslist.org/gbs/sof/d/medford-information-security-analyst/6890235239.html,"
compensation: Commensurate with Experience.

employment type: full-time

","

QR Code Link to This Post


Founded locally in 1969 by Marshall M. Sloane, Century Bank is New England's largest family‐run bank with 27 branches throughout Greater Boston. Today Century Bank is the Bank families and businesses rely on -- a place where you can count on getting personal attention. Whether you need a free checking account, easy online banking or a sophisticated financial solution, you'll find it at Century Bank. For more information, visit www.CenturyBank.com.
Currently, we are searching for enthusiastic individuals to join the Century team!  
Job Overview:"
23,Systems Engineer,Boston,May 15,https://boston.craigslist.org/gbs/sof/d/boston-systems-engineer/6889890754.html,"
employment type: full-time

","

QR Code Link to This Post


Systems Engineer (Boston, MA)                   compensation: Multiple Roles ? $90K-140KOne of Boston?s most disruptive technology firms that is recreating the internet as we know it, is currently seeking multiple Systems Engineers to work in C++ along with Rust. YOUR CAREER GOALSContribute to the mission of changing the way the internet is used and delivered by architecting, developing, implementing, and supporting applications that utilize millimeter wave and/or other RF technologies. Building on your experience, you will also assist in providing team and technical supervision while driving project delivery.YOUR AMAZING QUALITIESYou are a developer with a BS or MS in Software, Computer, or Electrical engineering or equivalent discipline/experience and are comfortable developing in C++. Experience in Python and/or C are also good to have. You have at least four years of experience within a product based company, but equivalent experience will be considered. Since much of the technology runs on Linux the ideal candidate should have familiarity there to.C++LinuxRust4 years of expAnd if you've got knowledge or experience in:11a/b/g/n/ac standards and protocolsUnderstanding of millimeter wave and/or other RF technologiesReal time development and debugging skillsFamiliarity of Rust or asynchronous programming conceptsExperience building distributed systemsExperience with technical product customer issues and collaboration with customer support teams...those are certainly pluses!You must also be able to thrive in a fast-paced, deadline-driven environment. Leadership ability and excellent interpersonal & communication skills here are absolutely essential.IN EXCHANGE FOR YOUR HARD WORKWe offer you:Premium Medical, Dental, and vision coverage with no employee contribution required12 weeks paid parental leaveCatered lunchesGreat office perks, including a free in-building gym, dry cleaning services, and a fully stocked kitchenCompany fun through social events & partiesCareer development & advancement opportunitiesGenerous PTOFind Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
24,Data Governance Manager,Boston,May 15,https://boston.craigslist.org/gbs/sof/d/boston-data-governance-manager/6889890717.html,"
employment type: full-time

","

QR Code Link to This Post


Data Governance Manager(Boston/Lynn, MA) compensation: $170-200K plus Bonus The Nation?s largest and oldest mutual bank is currently seeking a Data Governance Manager. This individual will be the day to day leader and governor of all of this bank?s data across every business unit from lending to trading to retail and everything in-between! This is a tremendously high profile position ? interacting directly with the banks CTO and President. YOUR CAREER GOALSLead this whole bank?s data compliance initiative. You enjoy leadership and responsibility. You are a self-assured leader capable of ensuring compliance to established governance. You have the desire and ability to consider data governance proposals holistically for both impact and efficiently.YOUR AMAZING QUALITIESYou have demonstrated experience leading a data governance team, overseeing enterprise data stewardship and ensuring regulatory compliance. You are able to inspire action and growth for a team of data governance professionals. You have experience with goal-setting and team coaching to lead professional development for assigned staff. You have the following skills and experience:Strong analysis skillsExcellent written and verbal communication skillsRead proficiency with VBA3-5 years leading organizational data compliance in a PII, HIPPA, or PCI environment3+ years RDBMS experience including SQL language and entity relationship modeling3+ years financial services experienceYou must also be able to thrive in a fast-paced, deadline-driven environment. Leadership ability and excellent interpersonal & communication skills here are absolutely essential.IN EXCHANGE FOR YOUR HARD WORKWe offer you:A comprehensive health & medical benefits packageGenerous PTO401(k) planGreat office perks, including a free in-building gym, dry cleaning services, and a fully stocked kitchenCompany fun through social events & partiesCareer development & advancement opportunitiesAnd much more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
25,Entry Level/Junior Developers,"Salem, MA",May 15,https://boston.craigslist.org/nos/sof/d/salem-entry-level-junior-developers/6889517543.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post


JD Software is currently hiring Junior Software Engineers to join our talented and growing team. This is a great chance to work with a team of top industry consultants on cutting-edge technologies. If you meet the following criteria, we'd like to hear from you. 
•	You prefer a career with growth potential, not just another job.
•	You enjoy the freedom to write any software, given the right tools.
•	You thrive in a fast-paced and entrepreneurial environment where you can really contribute to the growth of the firm, every day. 
•	You like participating in brainstorming sessions to solve complex problems and engineer customized solutions. 

Duties and Responsibilities: 
•	Analyze user needs, design and develop software solutions for client use with the aim of optimizing operational efficiency. Determine feasibility of software design within project time and cost constraints. 
•	Analyze and design databases within an application area.
•	Develop and direct software system testing and validation procedures, programming, and documentation using scientific analysis and mathematical models to predict and measure outcome and consequences of design. These tests include unit testing, integration testing, performance testing, accessibility testing and vulnerability testing. 

Required Skills: 
•	Bachelor's Degree in Computer Sciences, Mathematics or equivalent.
•	Knowledge of at least one Relational Database Management System such as Oracle, SQL Server, MySQL or equivalent. 
•	Knowledge of NoSQL Databases such as MongoDB or equivalent. 
•	Ability to efficiently write computer programs using at least one object oriented programming language such as Java or C#. 
•	Ability to identify complex problems and reviewing related information to develop and evaluate options and implement solutions. 
•	Ability to apply logic and mathematics to verify correct, complete and secure solutions to computing systems. 
•	An understanding of programming languages, component oriented development software principles, database management, operating systems and computational processes to automate data collection, storage, retrieval and dissemination. 

If you feel that you have what it takes to provide valuable input and play a major role in the next growth phase of JD Software, we would love to hear from you.
"
26,Salesforce Solutions Architect - SFDC,N/A,May 15,https://boston.craigslist.org/gbs/sof/d/boston-salesforce-solutions-architect/6889444469.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post



Webroot
Salesforce Solutions Architect - SFDC
Job Label: WEBCAR-SalesforceSolutionsArchitect
You are an experienced Salesforce professional/architect looking for an opportunity to have a highly-visible and transformative impact on a business. You have deep technical expertise with Salesforce and experience working with development teams and business leaders to craft innovative solutions that matter to your team and your organization. At Carbonite, in Boston, we seek to empower a SFDC Architect to join a team dedicated to unprecedented levels of productivity while designing solutions that truly help drive our business forward. 
Salesforce is a critical application in the Carbonite IT portfolio. Our strategy recognizes that the successful evolution of the SFDC platform has a direct impact on the company’s future, so you will play an important, visible role in Carbonite’s ongoing success. This work matters, and Carbonite is committed to investing in order to drive this evolution forward. This includes technologies such as Informatica Cloud, Zuora, Marketo, Tableau, and others. But more importantly this includes top talent, like you, to leverage these platforms for success. You will work with a team of highly-skilled Salesforce developers and administrators, and be responsible for working directly with Sales Operations, Sales, and Marketing and Analytics stakeholders to understand business requirements, design to match those requirements and then implement appropriate, efficient and effective SFDC solutions; as well as take responsibility for day-to-day Salesforce administration tasks along with the rest of the Salesforce Admin team. This role is a rare opportunity for a thoughtful, action-oriented business analyst to make a direct impact on Carbonite’s strategic success. Apply today!
Carbonite provides a complete Data Protection Platform for businesses and the IT professionals who serve them. From backup and disaster recovery to data migration, high availability and endpoint protection, our flexible solutions can be tailored to meet the data protection needs of any business. 
Carbonite solutions are strengthened by our outstanding team members and through strategic acquisitions—like our purchase of leading endpoint protection provider Mozy Inc., and high availability specialist DoubleTake Software. Our laser focus on security and our track record of meeting customers' unique requirements are two more reasons why businesses around the globe depend on Carbonite.
Carbonite is made up of over 1,000 smart and dedicated individuals who work at locations all over the world. We foster a thriving, dynamic environment rich with inventive minds and entrepreneurial spirit. With our robust Data Protection Platform, we are well-positioned in a rapidly growing market. We're currently looking for talented people to join the Carbonite team both in the U.S. and globally. Are you ready to grow with us?
In this job you will:
Your First Six Months:

Internalize Carbonite’s culture and values. This is a key to future success.
Develop an understanding of our products and go to market strategy.
Develop an understanding of our applications architecture and core business application functions.
Work with Business Applications team to understand Carbonite business and SFDC configuration.
Immediately play an active role in sprint work management process and take responsibility for day-to-day SFDC admin tasks.
Audit SFDC environments with “fresh eyes;” propose improvements and efficiencies.
Become familiar with additional technologies used in conjunction with SFDC (namely Informatica Cloud and Zuora).

Beyond:

Take ownership of tasks in the development queue and roll-out of projects that incorporate Informatica Cloud and Zuora CPQ.
Gather requirements; perform design and development of SFDC-centric solutions to facilitate business goals in Marketing and Sales departments.

You Bring to the Table:

Expert Salesforce.com admin, solution design and implementation capability

Strong development or in-depth technical experience with Salesforce is required


Excellent Business Analysis, Requirements Gathering, Documentation and Cross-functional communication skills
Data obsessed: duplicate management, data integrity, change control, definitional integrity, documentation (data dictionary)
Familiarity with CPQ (Configure Price Quote), Informatica Cloud, and MS SQL Enterprise Manager a big plus.
A track record of good judgment and decision-making in positions with significant responsibility 
Highly autonomous and able to independently identify high value projects and drive them completion
Demonstrated leadership capability in cross-functional team environments
High degree of comfort with complex technical environments




        To apply for this position or refer someone you know, please use our online interview system managed by HireMojo.

    
Apply for this job
https://app.hiremojo.com/mojo/ce/470238515/Webroot/Massachusetts/Boston/Salesforce-Technical-Lead?sourceType=9

        Once you have completed the interview, your information will be forwarded to the recruiting team for decisions on next steps.
    

Related Keywords: Salesforce, Salesforce.com, SFDC, Administrator, Architect, Developer, CPQ, Marketo, informatica, SQL, documentation, Systems analyst, BA, SME, solutions engineer, solutions architect

"
27,Senior Software Engineer,Lexington,May 15,https://boston.craigslist.org/gbs/sof/d/lexington-senior-software-engineer/6889416821.html,N/A,"

QR Code Link to This Post


Senior Software Engineer (C#, ASP.Net)  Lexington, MaA growing healthcare IT company is looking for a Senior Software Engineer to join their growing team. This is a great opportunity to work on a collaborative team building the company?s newest security-focused product. In addition to exciting and challenging work, you are also contributing to the improvement of the healthcare system. Responsibilities:Design, code and test product featuresWork with Scrum team to scope, build and deliver softwareMentor new team membersEnsure that system will scale to support large healthcare organizationsSkills:2+ years? experience building enterprise applicationsC#, ASP.Net MVC backgroundExperience with front-end technologies (HTML, CSS, JavaScript)Experience with Microsoft SQLExcellent written and verbal communication skillsBonus: Experience with Azure or AWSPerks:Competitive salaryComprehensive medical/dental coverage401K planUnlimited PTOOn-site workout equipmentCompany Social eventsAnd much more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
28,short term software development,boston,May 15,https://boston.craigslist.org/gbs/sof/d/boston-short-term-software-development/6889209719.html,"
compensation: compensation competitive, and negotiable

employment type: contract

","

QR Code Link to This Post


Need a software engineer with expertise in Python, preferably with knowledge of Raspberry Pi, Raspian.
Job entails debugging existing software that communicates with Microsoft Azure services - as well as - software design of algorithms for control lighting sequences. the system uses a number of I2C bus chips to control a large bank of relays.    "
29,Software Development Engineer I,"Waltham, MA",May 14,https://boston.craigslist.org/bmw/sof/d/waltham-software-development-engineer/6889046082.html,"
compensation: DOE + benefits

employment type: full-time

","

QR Code Link to This Post


Yardi Systems is currently seeking a full time, highly motivated Software Development Engineer I to join their growing team in Waltham, MA! 

In response to continued demand for our services, Yardi Resident Screening is looking for a Software Development Engineer to join our team in Waltham, MA.  Reporting to the Director of Information Technology, you will be a core member of our software development team.   You will leverage your analytical problem solving skills to support and enhance our Linux and web based systems utilizing your solid Java programming skills, database skills and knowledge of open source tools. 

RESPONSIBILITIES
•	Perform development tasks including programming, unit testing, and database design.
•	Contribute to integration and general system regression testing.
•	Participate on installs and provide on-going production support.

EDUCATION/ESSENTIAL SKILLS/ EXPERIENCE/REQUIREMENTS
•	BS or MS Degree in Computer Science, Systems Engineering or related field.
•	2+ years' experience in Software Development.
•	Interest to contribute to systems architectural improvements.
•	Excellent verbal and written communication skills as well as being a team player.
•	1+ years of experience working on multi-tiered web application architecture.
•	1+ years supporting and developing production systems using Linux, Java, XML , JAXB, JSP, JavaScript, JQuery, Tomcat, web services.
•	Good relational databases skill using PostgreSQL or Oracle with JDBC, SQL, Hibernate.
•	Experience with Eclipse IDE and use of source repositories.
•	Experience with 3rd Party API Integration (web services,...)
•	Solid object oriented skills and conceptual understanding.
•	Understanding of the product development lifecycle through design, development, testing, rollout, and support.
•	Ability to understand and document business requirements.
•	Ability to work with multi-site and off-shore development teams.
•	Availability for occasional night, weekend, and holiday work assignments.


PLEASE APPLY TO: http://www.yardi.com/about-us/career-opportunities/?jobRequested=11367

Yardi Systems is a successful independent software company with a proven history of growth and market leadership in the multi-billion dollar global commercial real estate industry. We employ talented, motivated and innovative people that are focused on delivering superior solutions to our clients and are passionate about working with other highly skilled professionals in team environments.

If you are seeking an opportunity to join a winning team, work with the latest Microsoft technologies and develop your career, then Yardi Systems is the place for you. We have a pleasant and casual work environment, competitive salaries, and a comprehensive benefits package. Our corporate culture stresses integrity, respect, trust, responsibility, and fun.

EOE Race/Gender/Disability/Vets

"
30,Growth Stage Edtech Startup Hiring Full Stack Engineers,Cambridge MA,May 14,https://boston.craigslist.org/gbs/sof/d/cambridge-growth-stage-edtech-startup/6889003225.html,"
compensation: Competitive with Market, Commensurate with Experience

employment type: full-time

","

QR Code Link to This Post


PrepScholar's mission is to improve education at scale through technology. Our SAT/ACT prep program learns the strengths and weaknesses of each student and creates an individualized learning program through machine learning. It also motivates students to study through clear structure and behavioral feedback. You can think of it as an automated tutor that provides a compelling learning experience at scale. We also have a large organic content project with over a million monthly visitors to our free tools and articles. We believe we have a major advantage over other companies in our space because of our technology-centered and analytical approach to education.

You'll join PrepScholar as our second full stack engineer and work on projects to grow our company within test prep and beyond. You'll improve our prep program by building new features, using large datasets to iterate on A/B tests, and scaling to handle thousands of users. You'll develop free tools and data presentations to give millions of families worldwide better information to guide their decisions. You'll be a core part of our growth as we scale to becoming a national education brand.

We're a team of 20+ and growing, and we're based in Cambridge, MA next to the Charles River. Check us out at www.prepscholar.com

Skills & Requirements
We're looking for a generalist who enjoys learning and working with different technologies along the stack.

Our stack:
Sass, JQuery, Backbone
Django/Python
MySQL
AWS/Linux

Requirements:
+Strong foundation in computer science and software engineering, including competencies in data structures, algorithms, databases, software design and dev ops.

+Strong hands-on experience with our core technologies is a big plus. In particular:

+Python and Django

+JavaScript and JavaScript MV* frameworks like AngularJS, Ember, Knockout, or Backbone

Ideal candidate has:
+Experience deploying frequently

+Willingness to try new things and pick up new technologies quickly

+UX intuition and an eye for design

+Ability to work independently with low management overhead

+Excitement about startups in growth mode and about our company mission

+Location in Boston or willingness to relocate 

About Us
+Founded in 2013. We're profitable, growing, and bootstrapped, so you'll have stability and ability to build out a long-term vision.

+We have a lot of room to grow within test prep and education at large.

+We have a team of 20 full-time members and more part-time instructors.

+We have thousands of customers and a growing footprint of millions of visitors.

+We care about culture and a great work environment. We're flexible with schedule, have no scheduled overtime, conduct efficient meetings, and want minimal bureaucracy.

+Our office is in Cambridge on River Street. We have parking available and we're walking distance from the Central Square Red Line stop.

Why Join Us?
+You'll be an early engineer with an impact on company direction and culture.

+We offer competitive salary with perks like a new work machine, free catered daily lunch, drinks/snacks, and tools you need to be productive.

+We offer relocation assistance.

+You'll be building something meaningful. Education is a linchpin of our country's economy and empowers people to improve their own lives. For many reasons, education suffers throughout the country -- class sizes too large, methods outdated, teachers underpaid. Here's your chance to build a scalable solution that actually has impact.

To apply, please send an email to job.engineer@prepscholar.com with your resume. If you'd like, please include any of these: cover letter, GitHub profile, Hacker News profile, any project pages showing off your full stack work, or other portfolio.
"
31,Data Science Fellowship,N/A,May 14,https://boston.craigslist.org/gbs/sof/d/boston-data-science-fellowship/6888760638.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSData&utm_campaign=CLBOSData&utm_medium=web "
32,Product Management Fellow,N/A,May 14,https://boston.craigslist.org/gbs/sof/d/boston-product-management-fellow/6888759759.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSProduct&utm_campaign=CLBOSProduct&utm_medium=web "
